name,year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,seats
Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Manual,,,,
Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Manual,,,,
Hyundai i10 Sportz 1.1L,2015,310000,35925,Petrol,Manual,,,,
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Manual,,,,
Toyota Etios V,2013,415000,40771,Petrol,Manual,,,,
Maruti Celerio VXI AT,2015,395000,30500,Petrol,Automatic,,,,
Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Manual,,,,
Toyota Corolla H6,2007,215000,55800,Petrol,Manual,,,,
Renault Duster RXL AWD,2014,550000,66569,Diesel,Manual,,,,
Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Manual,,,,
Volkswagen Polo 1.5 TDI Comfortline,2015,450000,82695,Diesel,Manual,,,,
Ford Figo Diesel EXI,2014,285000,68293,Diesel,Manual,,,,
Honda Jazz VX CVT,2016,580000,32000,Petrol,Automatic,,,,
Maruti Swift Dzire Tour LDI,2014,300000,190621,Diesel,Manual,,,,
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,60000,Diesel,Manual,,,,
Maruti 800 Std MPFi,2006,78000,64700,Petrol,Manual,,,,
Tata Zest Quadrajet 1.3 75PS XE,2016,400000,88470,Diesel,Manual,,,,
Hyundai Verna 1.6 CRDI SX Option,2016,850000,75000,Diesel,Manual,,,,
Volkswagen Vento Diesel Highline,2013,450000,120000,Diesel,Manual,,,,
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000,35000,Diesel,Automatic,,,,
Toyota Etios 1.4 VXD,2017,780000,70000,Diesel,Manual,,,,
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,57000,Diesel,Automatic,,,,
Maruti Alto 800 VXI,2020,350000,1000,Petrol,Manual,,,,
Mahindra Quanto C6,2013,285000,120000,Diesel,Manual,,,,
Volkswagen Vento 1.5 TDI Highline,2015,525000,98000,Diesel,Manual,,,,
Maruti Ciaz ZDi,2014,550000,90000,Diesel,Manual,,,,
Volkswagen Ameo 1.5 TDI Comfortline,2018,580000,70000,Diesel,Manual,,,,
Tata Nano CX SE,2013,75000,25000,Petrol,Manual,,,,
Tata Manza Aura Quadrajet,2009,185000,60000,Diesel,Manual,,,,
Maruti Omni E 8 Str STD,2007,110000,90000,Petrol,Manual,,,,
Honda City 1.5 EXI,2004,180000,200000,Petrol,Manual,,,,
Volkswagen Polo Diesel Comfortline 1.2L,2010,350000,110000,Diesel,Manual,,,,
Chevrolet Optra 1.6 LS,2005,60000,126000,Petrol,Manual,,,,
Mahindra TUV 300 T10,2018,695000,70000,Diesel,Manual,,,,
Mahindra Alturas G4 4X2 AT BSIV,2019,2700000,5000,Diesel,Automatic,,,,
Maruti Zen Estilo LX BSIII,2007,135000,74183,Petrol,Manual,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000,70000,Diesel,Manual,,,,
Maruti Alto 800 VXI,2014,160000,90000,Petrol,Manual,,,,
Tata Indica LXI,2004,80000,46000,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2013,340000,110000,Diesel,Manual,,,,
Maruti Ritz VDi,2012,110000,80000,Diesel,Manual,,,,
Tata Sumo Gold EX,2013,250000,90000,Diesel,Manual,,,,
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,Diesel,Manual,,,,
Mahindra Quanto C6,2014,250000,1,Diesel,Manual,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,192000,Diesel,Manual,,,,
Maruti Wagon R LX Minor,2013,240000,70000,Petrol,Manual,,,,
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Manual,,,,
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Manual,,,,
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Manual,,,,
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Manual,,,,
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Manual,,,,
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Manual,,,,
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Manual,,,,
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Manual,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Automatic,,,,
Maruti Swift VXI,2020,619000,1500,Petrol,Manual,,,,
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Manual,,,,
Tata Indica DL,2006,55000,100000,Diesel,Manual,,,,
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Manual,,,,
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Manual,,,,
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Manual,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Automatic,,,,
Maruti Ertiga VDI,2019,925000,50000,Diesel,Manual,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Manual,,,,
Mahindra Scorpio EX,2014,600000,13270,Diesel,Manual,,,,
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Automatic,,,,
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Manual,,,,
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Manual,,,,
Maruti Swift VDI,2013,400000,90000,Diesel,Manual,,,,
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Manual,,,,
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Manual,,,,
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Manual,,,,
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Manual,,,,
Maruti Alto LX,2010,110000,88000,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Manual,,,,
Maruti A-Star Vxi,2009,120000,76000,Petrol,Manual,,,,
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Manual,,,,
Maruti Alto LX,2012,220000,80000,Petrol,Manual,,,,
Maruti 800 EX,2001,40000,30000,Petrol,Manual,,,,
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Automatic,,,,
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Manual,,,,
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Manual,,,,
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Manual,,,,
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Manual,,,,
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Manual,,,,
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Manual,,,,
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Manual,,,,
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Manual,,,,
Honda City i DTEC SV,2014,725000,110000,Diesel,Manual,,,,
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Manual,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Manual,,,,
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Manual,,,,
Maruti Alto LXi,2007,100000,70000,Petrol,Manual,,,,
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Manual,,,,
Maruti Swift VDI,2013,450000,100000,Diesel,Manual,,,,
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Manual,,,,
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Manual,,,,
Honda City 1.5 V MT,2010,350000,115000,Petrol,Manual,,,,
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Manual,,,,
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Manual,,,,
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Manual,,,,
Renault KWID RXL,2016,229999,38000,Petrol,Manual,,,,
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Manual,,,,
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Manual,,,,
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Manual,,,,
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Manual,,,,
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Automatic,,,,
Honda Brio S MT,2013,240000,50000,Petrol,Manual,,,,
Maruti Esteem Lxi,2005,70000,60000,Petrol,Manual,,,,
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Manual,,,,
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Manual,,,,
Mahindra Bolero SLE,2010,350000,90000,Diesel,Manual,,,,
Hyundai EON Era Plus,2013,200000,120000,Petrol,Manual,,,,
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Automatic,,,,
Maruti Ritz VDi,2014,350000,133000,Diesel,Manual,,,,
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Manual,,,,
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Manual,,,,
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Manual,,,,
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Manual,,,,
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Manual,,,,
Tata Indica Vista Quadrajet VX,2011,200000,28689,Diesel,Manual,,,,
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Manual,,,,
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Manual,,,,
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Manual,,,,
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Manual,,,,
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Manual,,,,
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Manual,,,,
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Manual,,,,
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Manual,,,,
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Manual,,,,
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Manual,,,,
Maruti 800 DX,2000,50000,60000,Petrol,Manual,,,,
Honda City 1.5 GXI,2004,125000,120000,Petrol,Manual,,,,
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Automatic,,,,
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Automatic,,,,
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Automatic,,,,
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Manual,,,,
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Automatic,,,,
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX VTVT,2017,650000,23000,Petrol,Manual,,,,
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,120000,Diesel,Manual,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Automatic,,,,
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Manual,,,,
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Manual,,,,
Jaguar XF 3.0 Litre S Premium Luxury,2013,2000000,64000,Diesel,Automatic,,,,
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Manual,,,,
Chevrolet Beat LT,2012,155000,12000,Petrol,Manual,,,,
Hyundai Accent Executive,2010,120000,67000,Petrol,Manual,,,,
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Manual,,,,
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Manual,,,,
Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Manual,,,,
Hyundai i20 1.4 CRDi Asta,2011,300000,118700,Diesel,Manual,,,,
Nissan Micra XL CVT,2015,434999,40000,Petrol,Automatic,,,,
Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Automatic,,,,
Toyota Corolla AE,2006,160000,140000,Petrol,Manual,,,,
Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Manual,,,,
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Manual,,,,
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Manual,,,,
Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Manual,,,,
Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Automatic,,,,
Tata Indica DLS,2006,50000,120000,Diesel,Manual,,,,
Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Manual,,,,
Hyundai i10 Magna LPG,2014,290000,29000,LPG,Manual,,,,
Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Manual,,,,
Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Manual,,,,
Hyundai i10 Era 1.1,2008,160000,110000,Petrol,Manual,,,,
Maruti Alto K10 VXI,2017,325000,15000,Petrol,Manual,,,,
Mahindra Bolero DI,2006,200000,73756,Diesel,Manual,,,,
Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Automatic,,,,
Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Manual,,,,
Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Manual,,,,
Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Manual,,,,
Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Manual,,,,
Maruti 800 AC,2002,80000,70000,Petrol,Manual,,,,
Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Manual,,,,
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Manual,,,,
Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Manual,,,,
Daewoo Matiz SD,2002,60000,50000,Petrol,Manual,,,,
Toyota Etios GD,2012,300000,185000,Diesel,Manual,,,,
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Manual,,,,
Tata Hexa XT,2017,1200000,16400,Diesel,Manual,,,,
Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Manual,,,,
Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Manual,,,,
Honda Jazz V,2019,650000,4000,Petrol,Manual,,,,
Maruti A-Star Lxi,2008,120000,40000,Petrol,Manual,,,,
Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Manual,,,,
Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Automatic,,,,
Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Manual,,,,
Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Automatic,,,,
Chevrolet Beat LT,2013,165000,50000,Petrol,Manual,,,,
Hyundai Elantra SX,2015,700000,48000,Petrol,Manual,,,,
Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Manual,,,,
Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Automatic,,,,
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Manual,,,,
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Automatic,,,,
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Manual,,,,
BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Automatic,,,,
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Manual,,,,
Honda Amaze S Diesel,2015,400000,60000,Diesel,Manual,,,,
Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Manual,,,,
Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Automatic,,,,
Honda Brio VX,2017,390000,45000,Petrol,Manual,,,,
MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Manual,,,,
Audi A4 35 TDI Premium Plus,2019,3256000,17000,Diesel,Automatic,,,,
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Manual,,,,
Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Manual,,,,
Skoda Laura Ambiente 1.9 PD,2007,175000,181000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Manual,,,,
Mahindra Xylo D4,2010,320000,90000,Diesel,Manual,,,,
Maruti Swift Ldi BSIV,2010,280000,149500,Diesel,Manual,,,,
Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Manual,,,,
Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Manual,,,,
Maruti 800 AC BSIII,2005,120000,20000,Petrol,Manual,,,,
Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Manual,,,,
Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Manual,,,,
Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Manual,,,,
Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Manual,,,,
Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Manual,,,,
Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Manual,,,,
Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Manual,,,,
Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Manual,,,,
Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Manual,,,,
Mahindra XUV500 W8 4WD,2014,800000,156000,Diesel,Manual,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999,120000,Diesel,Manual,,,,
Maruti Baleno Vxi,2007,163000,100000,Petrol,Manual,,,,
Mercedes-Benz E-Class 220 CDI,2001,350000,100000,Diesel,Manual,,,,
Tata Indica GLS BS IV,2006,75000,100000,Petrol,Manual,,,,
Maruti Alto LXi,2012,180000,60000,Petrol,Manual,,,,
Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Manual,,,,
Maruti Swift VDI,2013,400000,170000,Diesel,Manual,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,434999,100000,Diesel,Manual,,,,
Tata Indigo GLX,2006,100000,110000,Petrol,Manual,,,,
Maruti Swift Dzire LDI Optional,2015,419000,170000,Diesel,Manual,,,,
Tata Indica GLS BS IV,2009,200000,100000,Petrol,Manual,,,,
Renault Scala Diesel RxL,2014,400000,35000,Diesel,Manual,,,,
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Manual,,,,
Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Manual,,,,
Skoda Rapid 1.6 TDI Elegance,2012,275000,120000,Diesel,Manual,,,,
Hyundai i20 1.4 CRDi Sportz,2012,450000,120000,Diesel,Manual,,,,
Maruti Wagon R VXI,2016,360000,33000,Petrol,Manual,,,,
Maruti Alto LXi BSIII,2010,210000,25000,Petrol,Manual,,,,
Maruti Alto K10 LXI,2014,220000,66000,Petrol,Manual,,,,
Chevrolet Aveo 1.4 LT BSIV,2009,250000,48000,Petrol,Manual,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000,146000,Diesel,Manual,,,,
Mahindra Quanto C4,2013,220000,100000,Diesel,Manual,,,,
Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000,50000,Diesel,Automatic,,,,
Honda City i VTEC V,2014,530000,50000,Petrol,Manual,,,,
Maruti Baleno Alpha 1.3,2016,575000,50000,Diesel,Manual,,,,
Mahindra Xylo E4,2012,400000,99000,Diesel,Manual,,,,
Honda Mobilio S i DTEC,2016,680000,50000,Diesel,Manual,,,,
Hyundai Santa Fe 4WD AT,2014,1000000,80000,Diesel,Automatic,,,,
Maruti Alto 800 LXI,2016,260000,45000,Petrol,Manual,,,,
Tata Manza Aura (ABS) Safire BS IV,2010,150000,50000,Petrol,Manual,,,,
Maruti Alto LXi BSIII,2008,180000,70000,Petrol,Manual,,,,
Force One EX,2014,346000,37516,Diesel,Manual,,,,
Mahindra Xylo D2 BS IV,2015,450000,20000,Diesel,Manual,,,,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,500000,5000,Petrol,Manual,,,,
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,8000,Diesel,Manual,,,,
Maruti Alto 800 LXI,2019,280000,25880,Petrol,Manual,,,,
Hyundai Santro Magna AMT BSIV,2019,475000,10000,Petrol,Automatic,,,,
Maruti Swift Dzire VDi,2009,300000,50000,Diesel,Manual,,,,
Maruti Alto K10 LXI,2014,200999,40000,Petrol,Manual,,,,
Skoda Laura 1.9 TDI MT Ambiente,2009,200000,100000,Diesel,Manual,,,,
Chevrolet Aveo U-VA 1.2 LS,2009,210000,80000,Petrol,Manual,,,,
Tata Indigo LS BSII,2012,160000,110000,Diesel,Manual,,,,
Hyundai Verna CRDi SX ABS,2009,175000,136000,Diesel,Manual,,,,
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Manual,,,,
Maruti Alto LXi,2009,110000,50000,Petrol,Manual,,,,
Maruti Wagon R LXI Minor,2008,300000,30000,Petrol,Manual,,,,
Honda City V MT,2012,700000,10000,Petrol,Manual,,,,
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Manual,,,,
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Manual,,,,
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Manual,,,,
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Manual,,,,
Honda City i VTEC V,2016,500000,20000,Petrol,Manual,,,,
Maruti Ritz VDi,2011,180000,90000,Diesel,Manual,,,,
Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Manual,,,,
Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Manual,,,,
Maruti A-Star Vxi,2011,150000,70000,Petrol,Manual,,,,
Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Manual,,,,
Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Manual,,,,
Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Manual,,,,
Fiat Linea Dynamic,2013,350000,70000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2014,110000,25000,Petrol,Manual,,,,
Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Manual,,,,
Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Automatic,,,,
Maruti Alto 800 LX,2017,180000,60000,Petrol,Manual,,,,
Renault KWID RXL,2020,300000,20000,Petrol,Manual,,,,
Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Manual,,,,
Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Manual,,,,
Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Manual,,,,
Mahindra Jeep Classic,1999,170000,2020,Diesel,Manual,,,,
Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Manual,,,,
Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Manual,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Manual,,,,
Maruti Alto LX,2006,105000,100000,Petrol,Manual,,,,
Hyundai i20 Magna,2010,270000,60000,Petrol,Manual,,,,
Ford Figo Petrol LXI,2010,130000,110000,Petrol,Manual,,,,
Honda City i DTEC S,2014,700000,90000,Diesel,Manual,,,,
Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Manual,,,,
Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Manual,,,,
Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Manual,,,,
Maruti Alto LXi,2008,69000,100000,Petrol,Manual,,,,
Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Manual,,,,
Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Manual,,,,
Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Manual,,,,
Hyundai Accent GLE CNG,2010,145000,90000,CNG,Manual,,,,
Maruti Alto K10 LX,2020,250000,1100,Petrol,Manual,,,,
Maruti Swift VDI,2011,256000,70000,Diesel,Manual,,,,
Tata Indica DLS,2005,70000,120000,Diesel,Manual,,,,
Maruti Wagon R VX,2000,50000,88500,Petrol,Manual,,,,
Renault KWID RXT,2016,240000,70000,Petrol,Manual,,,,
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Manual,,,,
Tata Indigo CR4,2012,130000,120000,Diesel,Manual,,,,
Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Manual,,,,
Honda Civic 1.8 S AT,2006,125000,70000,Petrol,Automatic,,,,
Hyundai Xcent 1.1 CRDi Base,2015,420000,60000,Diesel,Manual,,,,
Mahindra NuvoSport N8,2016,525000,110000,Diesel,Manual,,,,
Hyundai Santro Xing GLS,2008,125000,85000,Petrol,Manual,,,,
Hyundai Verna Transform CRDi VGT SX ABS,2010,325000,135000,Diesel,Manual,,,,
Volkswagen Vento New Diesel Highline,2012,330000,86000,Diesel,Manual,,,,
Maruti Wagon R LXI BS IV,2010,110000,50000,Petrol,Manual,,,,
Maruti S-Presso VXI Plus,2019,450000,1950,Petrol,Manual,,,,
Maruti Swift 1.3 VXi,2005,85000,118400,Petrol,Manual,,,,
Honda Civic 1.8 S MT,2007,229999,70000,Petrol,Manual,,,,
Hyundai i10 Magna,2012,250000,60000,Petrol,Manual,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Manual,,,,
Toyota Etios Liva 1.2 VX,2017,650000,6480,Petrol,Manual,,,,
Maruti Vitara Brezza VDi,2017,750000,32077,Diesel,Manual,,,,
Toyota Yaris G,2018,850000,19107,Petrol,Manual,,,,
Hyundai EON Era Plus Option,2017,315000,18469,Petrol,Manual,,,,
Maruti Swift LXI Option,2015,415000,28217,Petrol,Manual,,,,
Maruti Ciaz ZDi Plus,2016,640000,72787,Diesel,Manual,,,,
Maruti Ciaz 1.4 Alpha,2017,780000,31063,Petrol,Manual,,,,
Toyota Fortuner 4x2 AT,2017,2595000,79641,Diesel,Automatic,,,,
Hyundai Creta 1.6 CRDi SX,2015,850000,58692,Diesel,Manual,,,,
Hyundai Creta 1.6 CRDi SX,2015,900000,54784,Diesel,Manual,,,,
Toyota Corolla Altis GL MT,2016,1150000,64156,Petrol,Manual,,,,
Maruti Esteem Lxi - BSIII,2007,75000,54000,Petrol,Manual,,,,
Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Manual,,,,
Maruti SX4 ZXI AT,2009,130000,120000,Petrol,Automatic,,,,
Hyundai Santro Magna AMT BSIV,2019,400000,16000,Petrol,Automatic,,,,
Maruti Swift Dzire AMT ZXI,2019,550000,60000,Petrol,Automatic,,,,
Chevrolet Beat LT,2016,245000,52000,Petrol,Manual,,,,
Maruti Swift VDI BSIV,2010,320000,110000,Diesel,Manual,,,,
Mahindra TUV 300 T8 AMT,2016,730000,60000,Diesel,Automatic,,,,
Ford Fusion 1.6 Duratec Petrol,2005,120000,100000,Petrol,Manual,,,,
Honda City i-VTEC VX,2017,950000,35000,Petrol,Manual,,,,
Maruti Wagon R VXI BS IV,2017,350000,48000,Petrol,Manual,,,,
Maruti Esteem Vxi,2005,100000,20000,Petrol,Manual,,,,
